measure,location,sex,cause,rei,val
Deaths,South Asia,Female,Substance use disorders,Drug use,4755
DALYs,United Kingdom,Male,Digestive diseases,High body-mass index,4757
Deaths,Eastern Europe,Male,Respiratory infections and tuberculosis,Air pollution,4758
Deaths,World Bank Low Income,Female,Cancer,High body-mass index,4760
DALYs,Central Sub-Saharan Africa,Female,Sense organ diseases,High fasting plasma glucose,4760
Deaths,Central Asia,Both,Chronic respiratory diseases,Air pollution,4761
DALYs,Australasia,Female,Respiratory infections and tuberculosis,Tobacco,4762
DALYs,Andean Latin America,Female,Transport injuries,Occupational risks,4767
DALYs,Caribbean,Both,Cancer,Other environmental risks,4767
DALYs,High-income Asia Pacific,Female,Respiratory infections and tuberculosis,Child and maternal malnutrition,4770
Deaths,Caribbean,Male,Cardiovascular diseases,Low physical activity,4777
DALYs,Andean Latin America,Male,Substance use disorders,Childhood maltreatment,4777
Deaths,Central Asia,Female,Respiratory infections and tuberculosis,Child and maternal malnutrition,4777
Deaths,East Asia,Male,Nutritional deficiencies,Child and maternal malnutrition,4781
DALYs,Central Asia,Female,Digestive diseases,High body-mass index,4796
Deaths,Central Asia,Female,Diabetes and kidney diseases,High body-mass index,4797
DALYs,Andean Latin America,Female,Unintentional injuries,Occupational risks,4798
DALYs,Oceania,Male,Neurological disorders,Alcohol use,4798
Deaths,Southern Sub-Saharan Africa,Female,Diabetes and kidney diseases,Dietary risks,4801
DALYs,Australasia,Both,HIV/AIDS,Unsafe sex,4808
Deaths,High-income Asia Pacific,Female,Chronic respiratory diseases,Air pollution,4812
DALYs,Eastern Europe,Female,Maternal disorders,Child and maternal malnutrition,4814
DALYs,Eastern Europe,Both,Maternal disorders,Child and maternal malnutrition,4814
DALYs,Oceania,Male,Diabetes and kidney diseases,Alcohol use,4816
Deaths,Central Europe,Both,Diabetes and kidney diseases,Air pollution,4826
Deaths,High-income North America,Both,Interpersonal violence,Alcohol use,4830
Deaths,World Bank Upper Middle Income,Both,Transport injuries,Tobacco,4831
DALYs,United Kingdom,Female,Substance use disorders,Childhood maltreatment,4837
DALYs,Andean Latin America,Female,Self-harm,Alcohol use,4842
DALYs,Australasia,Female,Sense organ diseases,Occupational risks,4842
Deaths,North Africa and Middle East,Male,Cancer,Alcohol use,4843
DALYs,World Bank Low Income,Female,Unintentional injuries,Tobacco,4845
DALYs,Greece,Both,Transport injuries,Occupational risks,4851
DALYs,Southern Sub-Saharan Africa,Female,Sense organ diseases,High body-mass index,4852
Deaths,World Bank Upper Middle Income,Male,Chronic respiratory diseases,High body-mass index,4853
DALYs,Oceania,Both,Sexually transmitted infections excluding HIV,Unsafe sex,4859
Deaths,Eastern Sub-Saharan Africa,Both,Unintentional injuries,Low bone mineral density,4870
DALYs,Western Europe,Female,Maternal disorders,Child and maternal malnutrition,4872
DALYs,Western Europe,Both,Maternal disorders,Child and maternal malnutrition,4872
Deaths,North Africa and Middle East,Both,Unintentional injuries,Low bone mineral density,4872
Deaths,Southern Latin America,Both,Chronic respiratory diseases,Air pollution,4880
DALYs,Southern Sub-Saharan Africa,Male,Diabetes and kidney diseases,Other environmental risks,4884
DALYs,Oceania,Male,Cancer,High body-mass index,4895
DALYs,North Africa and Middle East,Female,Substance use disorders,Childhood maltreatment,4897
Deaths,Caribbean,Male,Diabetes and kidney diseases,High body-mass index,4897
Deaths,East Asia,Both,Respiratory infections and tuberculosis,"Unsafe water, sanitation, and handwashing",4897
DALYs,Caribbean,Female,Diabetes and kidney diseases,Other environmental risks,4898
DALYs,Central Latin America,Female,Sense organ diseases,Tobacco,4905
Deaths,Caribbean,Male,Cardiovascular diseases,Other environmental risks,4906
Deaths,Caribbean,Both,Diabetes and kidney diseases,Dietary risks,4914
DALYs,Oceania,Female,HIV/AIDS,Intimate partner violence,4932
DALYs,Oceania,Both,HIV/AIDS,Intimate partner violence,4932
Deaths,United Kingdom,Male,Cancer,High fasting plasma glucose,4936
Deaths,Caribbean,Male,Neonatal disorders,Child and maternal malnutrition,4939
DALYs,Western Europe,Male,Respiratory infections and tuberculosis,High fasting plasma glucose,4946
DALYs,High-income Asia Pacific,Female,Respiratory infections and tuberculosis,"Unsafe water, sanitation, and handwashing",4951
DALYs,Australasia,Both,Unintentional injuries,Tobacco,4953
Deaths,United Kingdom,Female,Cancer,Occupational risks,4953
Deaths,Southeast Asia,Both,Cancer,Drug use,4953
DALYs,Southern Sub-Saharan Africa,Female,Sense organ diseases,High fasting plasma glucose,4954
Deaths,Central Asia,Both,Digestive diseases,Drug use,4957
DALYs,High-income Asia Pacific,Female,Musculoskeletal disorders,Impaired kidney function,4963
DALYs,East Asia,Both,Other non-communicable diseases,Child and maternal malnutrition,4966
Deaths,World Bank High Income,Both,Neurological disorders,Alcohol use,4967
Deaths,Western Sub-Saharan Africa,Female,Diabetes and kidney diseases,Dietary risks,4972
Deaths,Australasia,Both,Cancer,Alcohol use,4975
DALYs,High-income Asia Pacific,Female,Enteric infections,Child and maternal malnutrition,4977
Deaths,Southern Latin America,Female,Diabetes and kidney diseases,High systolic blood pressure,4982
Deaths,World Bank Low Income,Female,Digestive diseases,Alcohol use,4984
Deaths,East Asia,Male,Self-harm,Drug use,4984
Deaths,Tropical Latin America,Both,Neurological disorders,High fasting plasma glucose,4985
DALYs,Southern Latin America,Male,Sexually transmitted infections excluding HIV,Unsafe sex,4990
Deaths,Southern Latin America,Male,Diabetes and kidney diseases,High systolic blood pressure,4993
Deaths,Australasia,Both,Cancer,Occupational risks,4993
Deaths,Central Sub-Saharan Africa,Both,Other infectious diseases,Child and maternal malnutrition,4995
Deaths,South Asia,Male,Neurological disorders,High body-mass index,4996
Deaths,Central Asia,Both,Cancer,High body-mass index,4997
Deaths,Southern Sub-Saharan Africa,Female,Cardiovascular diseases,Tobacco,4999
DALYs,Greece,Both,Sense organ diseases,Occupational risks,5004
Deaths,South Asia,Male,Self-harm,Drug use,5005
Deaths,Southern Latin America,Both,Neurological disorders,High body-mass index,5005
DALYs,United Kingdom,Both,Sense organ diseases,High fasting plasma glucose,5007
Deaths,Central Europe,Female,Cardiovascular diseases,Other environmental risks,5008
Deaths,South Asia,Both,Diabetes and kidney diseases,Alcohol use,5013
Deaths,Australasia,Both,Cardiovascular diseases,Impaired kidney function,5015
Deaths,Central Latin America,Male,Cancer,High body-mass index,5016
Deaths,High-income North America,Male,HIV/AIDS,Unsafe sex,5016
Deaths,Central Asia,Both,Diabetes and kidney diseases,Dietary risks,5022
Deaths,Central Europe,Female,Neurological disorders,Tobacco,5022
Deaths,United Kingdom,Female,Cancer,Alcohol use,5024
Deaths,World Bank Upper Middle Income,Female,Enteric infections,Child and maternal malnutrition,5028
Deaths,Central Latin America,Male,Nutritional deficiencies,Child and maternal malnutrition,5033
Deaths,Caribbean,Female,Cardiovascular diseases,Impaired kidney function,5037
DALYs,Western Sub-Saharan Africa,Male,Cancer,Low physical activity,5041
DALYs,Caribbean,Both,Digestive diseases,High body-mass index,5044
Deaths,Southern Latin America,Both,Respiratory infections and tuberculosis,Air pollution,5045
Deaths,High-income North America,Female,Neonatal disorders,Child and maternal malnutrition,5047
Deaths,Tropical Latin America,Male,Neurological disorders,Tobacco,5056
DALYs,World Bank Low Income,Male,Musculoskeletal disorders,Impaired kidney function,5061
Deaths,East Asia,Male,Unintentional injuries,Tobacco,5064
Deaths,Western Sub-Saharan Africa,Male,Cancer,Dietary risks,5064
DALYs,High-income North America,Female,Other non-communicable diseases,Child and maternal malnutrition,5066
Deaths,High-income Asia Pacific,Both,Cancer,Drug use,5068
Deaths,Tropical Latin America,Male,Transport injuries,Occupational risks,5070
DALYs,Western Europe,Both,Interpersonal violence,Low bone mineral density,5076
DALYs,Southeast Asia,Female,Substance use disorders,Childhood maltreatment,5078
Deaths,Southern Sub-Saharan Africa,Male,Cardiovascular diseases,Air pollution,5078
DALYs,High-income Asia Pacific,Male,Sense organ diseases,High fasting plasma glucose,5084
Deaths,Eastern Sub-Saharan Africa,Male,Diabetes and kidney diseases,Air pollution,5090
Deaths,Central Sub-Saharan Africa,Male,Transport injuries,Occupational risks,5093
Deaths,Southeast Asia,Female,Respiratory infections and tuberculosis,"Unsafe water, sanitation, and handwashing",5096
DALYs,Southern Latin America,Female,Maternal disorders,Child and maternal malnutrition,5096
DALYs,Southern Latin America,Both,Maternal disorders,Child and maternal malnutrition,5096
Deaths,Central Europe,Both,Digestive diseases,Drug use,5097
DALYs,North Africa and Middle East,Female,Maternal disorders,Intimate partner violence,5097
DALYs,North Africa and Middle East,Both,Maternal disorders,Intimate partner violence,5097
DALYs,Andean Latin America,Male,Diabetes and kidney diseases,Other environmental risks,5100
Deaths,Tropical Latin America,Female,HIV/AIDS,Unsafe sex,5104
Deaths,Western Sub-Saharan Africa,Both,Unintentional injuries,Low bone mineral density,5105
DALYs,Oceania,Both,Cancer,Occupational risks,5105
DALYs,Oceania,Female,Musculoskeletal disorders,Occupational risks,5106
DALYs,Central Asia,Female,Cancer,Other environmental risks,5107
Deaths,World Bank High Income,Both,Chronic respiratory diseases,High body-mass index,5112
Deaths,World Bank Lower Middle Income,Both,Diabetes and kidney diseases,Alcohol use,5113
Deaths,Southern Latin America,Male,Respiratory infections and tuberculosis,Tobacco,5122
DALYs,High-income Asia Pacific,Both,Mental disorders,Other environmental risks,5125
Deaths,World Bank Low Income,Male,Substance use disorders,Alcohol use,5129
Deaths,South Asia,Both,Neurological disorders,Alcohol use,5129
Deaths,High-income North America,Male,Diabetes and kidney diseases,Air pollution,5135
DALYs,Central Asia,Female,Mental disorders,Other environmental risks,5160
Deaths,Global,Female,Unintentional injuries,Tobacco,5167
Deaths,Caribbean,Female,Diabetes and kidney diseases,Impaired kidney function,5171
Deaths,Western Europe,Male,Diabetes and kidney diseases,Tobacco,5172
Deaths,Southeast Asia,Female,Chronic respiratory diseases,High body-mass index,5173
DALYs,Southern Latin America,Male,Respiratory infections and tuberculosis,"Unsafe water, sanitation, and handwashing",5173
Deaths,Eastern Europe,Male,Neurological disorders,High body-mass index,5179
DALYs,Central Asia,Both,Substance use disorders,Childhood maltreatment,5185
Deaths,Andean Latin America,Female,Cardiovascular diseases,High fasting plasma glucose,5186
DALYs,Caribbean,Female,Neurological disorders,Alcohol use,5192
Deaths,Western Sub-Saharan Africa,Male,Diabetes and kidney diseases,Dietary risks,5193
Deaths,Eastern Europe,Female,Diabetes and kidney diseases,High systolic blood pressure,5193
Deaths,United Kingdom,Both,Respiratory infections and tuberculosis,Tobacco,5193
Deaths,World Bank Low Income,Male,Self-harm,Alcohol use,5199
DALYs,Oceania,Female,Substance use disorders,Alcohol use,5200
DALYs,Central Sub-Saharan Africa,Both,Cancer,Other environmental risks,5207
DALYs,Greece,Male,Unintentional injuries,Occupational risks,5207
DALYs,Greece,Both,Transport injuries,Low bone mineral density,5210
DALYs,Greece,Male,Respiratory infections and tuberculosis,Alcohol use,5223
Deaths,Australasia,Both,Diabetes and kidney diseases,Impaired kidney function,5228
Deaths,United Kingdom,Male,Cardiovascular diseases,Impaired kidney function,5234
Deaths,High-income Asia Pacific,Male,Chronic respiratory diseases,Occupational risks,5245
Deaths,United Kingdom,Female,Cancer,High fasting plasma glucose,5246
Deaths,High-income Asia Pacific,Male,Neurological disorders,High body-mass index,5246
DALYs,Western Europe,Male,Respiratory infections and tuberculosis,"Unsafe water, sanitation, and handwashing",5258
DALYs,East Asia,Both,Other infectious diseases,Drug use,5263
Deaths,Southern Sub-Saharan Africa,Female,Diabetes and kidney diseases,Impaired kidney function,5268
DALYs,Greece,Female,Respiratory infections and tuberculosis,Tobacco,5273
Deaths,Andean Latin America,Both,Cancer,Tobacco,5274
Deaths,Central Asia,Male,Diabetes and kidney diseases,Impaired kidney function,5277
Deaths,Central Europe,Both,Unintentional injuries,Low bone mineral density,5281
Deaths,Western Sub-Saharan Africa,Both,Cancer,Air pollution,5284
Deaths,Oceania,Both,Cardiovascular diseases,Air pollution,5294
Deaths,Caribbean,Female,Cardiovascular diseases,Air pollution,5296
Deaths,Southern Sub-Saharan Africa,Both,Respiratory infections and tuberculosis,High fasting plasma glucose,5296
Deaths,High-income Asia Pacific,Female,Cancer,Unsafe sex,5303
Deaths,High-income Asia Pacific,Both,Cancer,Unsafe sex,5303
DALYs,High-income North America,Male,Other non-communicable diseases,Child and maternal malnutrition,5321
Deaths,Eastern Europe,Both,Neonatal disorders,Child and maternal malnutrition,5324
DALYs,Caribbean,Male,Sexually transmitted infections excluding HIV,Unsafe sex,5324
DALYs,Caribbean,Female,Transport injuries,Alcohol use,5326
DALYs,Australasia,Female,Digestive diseases,Alcohol use,5327
DALYs,Tropical Latin America,Male,Sense organ diseases,High fasting plasma glucose,5332
Deaths,Andean Latin America,Both,Cardiovascular diseases,Tobacco,5336
Deaths,World Bank High Income,Female,Respiratory infections and tuberculosis,Alcohol use,5344
Deaths,Southern Latin America,Male,Cancer,Dietary risks,5349
DALYs,United Kingdom,Female,HIV/AIDS,Unsafe sex,5351
DALYs,Caribbean,Both,Sense organ diseases,High fasting plasma glucose,5351
Deaths,Southern Sub-Saharan Africa,Both,Nutritional deficiencies,Child and maternal malnutrition,5352
Deaths,United Kingdom,Male,Diabetes and kidney diseases,High fasting plasma glucose,5354
Deaths,Southern Latin America,Male,Cardiovascular diseases,Air pollution,5360
DALYs,Southern Latin America,Both,Diabetes and kidney diseases,Other environmental risks,5361
Deaths,High-income Asia Pacific,Male,Diabetes and kidney diseases,High body-mass index,5361
Deaths,South Asia,Male,Diabetes and kidney diseases,Alcohol use,5362
DALYs,High-income Asia Pacific,Male,Enteric infections,Child and maternal malnutrition,5362
DALYs,Central Sub-Saharan Africa,Female,Digestive diseases,High body-mass index,5363
DALYs,High-income North America,Female,Interpersonal violence,Low bone mineral density,5363
Deaths,Southern Sub-Saharan Africa,Both,Chronic respiratory diseases,Air pollution,5366
Deaths,Central Europe,Male,Respiratory infections and tuberculosis,Alcohol use,5367
DALYs,High-income Asia Pacific,Both,Sense organ diseases,High body-mass index,5383
Deaths,Central Europe,Female,Diabetes and kidney diseases,High systolic blood pressure,5392
Deaths,North Africa and Middle East,Female,Chronic respiratory diseases,Tobacco,5392
DALYs,Greece,Male,Cancer,Other environmental risks,5397
Deaths,Central Europe,Both,Respiratory infections and tuberculosis,Air pollution,5398
Deaths,High-income North America,Male,Transport injuries,Alcohol use,5403
Deaths,Eastern Europe,Male,Diabetes and kidney diseases,High body-mass index,5414
Deaths,Central Sub-Saharan Africa,Both,Cancer,Tobacco,5415
DALYs,North Africa and Middle East,Female,Digestive diseases,Tobacco,5416
Deaths,Southern Sub-Saharan Africa,Male,Chronic respiratory diseases,Tobacco,5420
DALYs,Greece,Both,Chronic respiratory diseases,High body-mass index,5423
Deaths,Central Latin America,Male,Transport injuries,Occupational risks,5424
